4500	71.852623
4519.73584	71.209846
4653.661133	65.213791
4657.890137	65.073479
4776.31543	59.695671
4815.790039	57.918293
4879.604004	54.251591
4973.680176	49.39603
4978.065918	49.23254
5057.564453	44.225525
5101.315918	39.241142
5131.580078	37.957245
5177.010742	34.534172
5245.063965	29.74563
5289.470215	25.574945
5296.780273	24.794458
5393.796387	20.088421
5447.370117	18.578617
5513.755859	15.5331
5605.259766	11.843504
5739.476563	10.856477
5763.160156	10.636236
5921.049805	8.927684
6078.950195	7.110605
6236.839844	8.514188
6330.26416	12.478757
6394.740234	17.345369
6400.660645	17.630056
6552.629883	21.005281
6662.596191	22.757158
6710.529785	23.730028
6833.176758	28.116442
6868.419922	30.076157
6953.949219	33.213135
7026.319824	35.901047
7077.305176	38.457535
7107.144531	48.612213
7120.615234	53.659359
7136.61084	58.726345
7142.190918	63.751163
7152.328125	43.796249
7184.209961	65.498802
7255.691406	69.011284
7321.890625	74.083466
7342.109863	75.801765
7397.089355	79.259872
7443.102539	84.280388
